,id,qid1,qid2,Clean_q1_lem,Clean_q2_lem,is_duplicate,q1_len,q2_len,q1_num_words,q2_num_words,word_common,word_total,word_share,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,longest_substr_ratio,fuzz_ratio,fuzz_partial_ratio,token_sort_ratio,token_set_ratio
58601,58601,46260,39512,what does sex feel like for women,what does sex feel like for a girl,1,33,34,7,8,6,15,0.4,0.7999840003199936,0.7999840003199936,0.9999500024998749,0.6666444451851604,0.8571306124198226,0.7499906251171861,0,1,1,7.5,0.8,84,82,81,90
209358,209358,313624,313625,how do i convert commercial vehicle number to private vehicle number,how do i convert commercial vehicle to private vehicle number,1,68,61,11,10,9,18,0.5,0.999985714489793,0.874989062636717,0.9999500024998749,0.9999500024998749,0.8999910000899991,0.818174380232907,1,1,1,10.5,0.5714285714285714,95,89,95,100
236614,236614,347579,347580,did wwiiveterans serve in the east german army,what can someone who has just come out of depression after 4 years say to others  questions regarding what they have been doing all these years,0,46,143,8,27,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,17.0,0.08333333333333333,23,43,34,35
124655,124655,201248,201249,what are the latest 200 factors of google ranking algorithm,what are google s 200 ranking factors,1,59,37,10,7,6,17,0.35,0.5999880002399952,0.4285653062099113,0.9999000099990001,0.3333222225925802,0.6666555557407376,0.39999600003999963,0,1,4,8.0,0.23076923076923078,56,63,75,97
370838,370838,501418,501419,can not get backup messages after reinstall in hike,how do i read messages from hike backup file,0,51,44,9,9,3,18,0.17,0.3333277778703688,0.28571020413994086,0.0,0.0,0.2222197531138543,0.2222197531138543,0,0,0,9.0,0.21739130434782608,38,47,61,65
205828,205828,309097,309098,what file system is preferable for microsd card in windows tablet   exfat or ntfs  why,what are some of the advantages of using exfat format  especially for a microsd card in a tablet,0,86,96,18,19,8,33,0.24,0.5555493827846357,0.4166631944733794,0.49998750031249223,0.28571020413994086,0.43749726564208974,0.3888867284070644,0,1,2,17.0,0.19318181818181818,48,43,53,62
297512,297512,419885,33892,how important is paraverbal communication,how important is communication to you,0,41,37,5,6,4,11,0.36,0.49998750031249223,0.49998750031249223,0.9999000099990001,0.49997500124993743,0.5999880002399952,0.49999166680555324,0,1,1,5.5,0.4358974358974359,77,71,79,90
75154,75154,128668,128669,what is the current state of art of solar panels,what is the cost breakdown to have solar panels installed in the southwest united states,0,48,88,10,15,5,23,0.22,0.3333277778703688,0.2222197531138543,0.6666444451851604,0.3999920001599968,0.39999600003999963,0.2666648889007407,0,1,5,12.5,0.26,49,67,54,70
293897,293897,349059,118895,what were oracle s big mistakes as a company over the past 10 years,what were ibm s big mistakes as a company over the past 10 years,0,67,64,14,14,13,28,0.46,0.874989062636717,0.874989062636717,0.999980000399992,0.999980000399992,0.9230698225398266,0.9230698225398266,1,1,0,13.0,0.7878787878787878,93,91,92,97
313632,313632,438234,10998,what are the aspects of cell theory,what are the three components of the cell theory,0,35,48,7,9,6,15,0.4,0.7499812504687383,0.5999880002399952,0.9999666677777407,0.9999666677777407,0.8571306124198226,0.6666592593415629,1,1,2,8.0,0.35135135135135137,77,69,65,87
397305,397305,9667,10694,why is saltwater taffy candy imported in italy,why is saltwater taffy candy imported in portugal,1,46,49,8,8,7,16,0.44,0.8333194446759221,0.8333194446759221,0.9999500024998749,0.9999500024998749,0.874989062636717,0.874989062636717,0,1,0,8.0,0.8541666666666666,93,89,93,93
144813,144813,229092,229093,what is the best website to learn object oriented programming through c,which is the best website to learn object oriented programming in c,1,71,67,12,12,10,24,0.42,0.7499906251171861,0.7499906251171861,0.7499812504687383,0.7499812504687383,0.7499937500520829,0.7499937500520829,0,0,0,12.0,0.8169014084507042,90,89,88,93
182162,182162,278884,278885,what rights does the 9th amendment of the u s  constitution grant to people,why is the 9th amendment important,0,75,34,15,6,3,20,0.15,0.24999375015624611,0.124998437519531,0.49997500124993743,0.24999375015624611,0.3333277778703688,0.15384497042330444,0,0,7,9.5,0.2777777777777778,53,66,54,67
307926,307926,384561,431688,is an aws certification worth it,is the amazon web services  aws  certification worth it,1,32,55,6,11,5,16,0.31,0.7999840003199936,0.499993750078124,0.0,0.0,0.6666555557407376,0.4444395062277086,1,1,3,7.5,0.7058823529411765,74,88,75,95
121880,121880,146669,31104,which programming language uses mostly and why,which is the most used programming language which will not have an end,1,46,70,7,13,3,19,0.16,0.5999880002399952,0.49999166680555324,0.0,0.0,0.4285653062099113,0.23076745563495665,0,1,6,10.0,0.4583333333333333,55,62,72,75
326877,326877,425535,176379,has marc bodnick decided on his future plans yet,is marc bodnick employed yet,1,48,28,9,5,3,14,0.21,0.5999880002399952,0.4285653062099113,0.0,0.0,0.5999880002399952,0.33332962967078145,1,0,4,7.0,0.5,58,66,61,73
105313,105313,137539,173702,which is the strangest question you have ever been asked in an interview,what was the hardest job interview question that you have been asked,1,72,68,13,12,7,25,0.28,0.1666638889351844,0.1666638889351844,0.6666555557407376,0.5714204082798817,0.4166631944733794,0.38461242605826107,0,0,1,12.5,0.15714285714285714,60,61,74,76
131661,131661,211022,211023,is it possible to study in seoul if i graduate from vocational school and not high school,i am in 12th class  i have little life achievements and not great high school grades  is it still possible for me to get admission in mit,0,89,137,17,29,10,42,0.24,0.4999950000499995,0.31249804688720695,0.7142755103498521,0.5555493827846357,0.5882318339303887,0.3703689986333384,0,0,10,22.0,0.14285714285714285,35,42,53,68
211040,211040,315777,315778,how can you determine the specific heat of rubber,what is the specific heat of plastic  how is this determined,0,49,60,9,12,5,20,0.25,0.5999880002399952,0.49999166680555324,0.49998750031249223,0.49998750031249223,0.5555493827846357,0.454541322351615,0,0,2,10.0,0.43137254901960786,50,50,67,69
340515,340515,468249,468250,is the verse  you shall not lie with a male as with a woman  it is an abomination    leviticus 18 22  complete proof of christianity s homophobia,what is the real meaning of deuteronomy chapter 18  verse 18 in the bible,0,145,73,33,15,6,38,0.16,0.11110987655692715,0.07142806122813408,0.7499812504687383,0.33332962967078145,0.28571224491253633,0.15999936000256,0,0,11,19.5,0.09333333333333334,18,31,39,43
390827,390827,523376,71369,how should i spend the 10 days before the gre,my kaplan s practice tests average score is 302  160q  142v   how can i get 310   15 days to go for gre,0,45,103,10,28,4,32,0.12,0.49999166680555324,0.17646955017911659,0.0,0.0,0.2999970000299997,0.1428564625882734,0,0,11,15.5,0.1276595744680851,32,55,44,51
98388,98388,163495,163496,do you often experience gum bleeding when using philips sonicare airfloss for flossing your teeth,is it bad to re use floss,0,97,25,15,7,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,10.5,0.2222222222222222,23,42,31,31
103265,103265,170713,170714,what is the percentage of protein in cell membrane,what percentage of the cell membrane is lipid and protein,0,50,57,9,10,8,19,0.42,0.5999880002399952,0.49999166680555324,0.7499812504687383,0.7499812504687383,0.6666592593415629,0.5999940000599994,0,1,1,9.5,0.28846153846153844,65,69,90,97
112193,112193,14037,183610,how secure is the anonymous option on quora,why did quora add the anonymous option for answers and questions,0,43,64,8,11,4,19,0.21,0.3999920001599968,0.28571020413994086,0.3333222225925802,0.24999375015624611,0.37499531255859303,0.272724793410969,0,0,3,9.5,0.4888888888888889,58,61,58,75
102161,102161,169071,169072,what are the names of some steel industries found in pune  india,why does india admire vietnam political system and want to adopt vietnam political system now,0,64,93,13,15,1,25,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,13.5,0.09090909090909091,14,31,38,50
309297,309297,433263,433264,how do you prove tan theta  sine theta  1 cos   1   1  cos theta,what is the integral of one over sine squared theta 1,0,64,53,21,11,3,21,0.14,0.14285510206997043,0.07692248521165222,0.0,0.0,0.090908264470323,0.06666622222518517,0,0,4,13.0,0.10909090909090909,31,41,49,56
227033,227033,335775,335776,what are the things that make you feel proud of yourself,what can you do in one year which will make you proud of yourself,0,56,65,11,14,6,24,0.25,0.6666555557407376,0.6666555557407376,0.3999920001599968,0.28571020413994086,0.545449586821938,0.4285683673688045,1,1,3,12.5,0.3275862068965517,63,68,64,71
286377,286377,142240,46805,how do i lose the most amount of weight possible in a one month period,how do i lose weight in a month,1,70,31,15,8,8,23,0.35,0.7999840003199936,0.4444395062277086,0.9999666677777407,0.49999166680555324,0.874989062636717,0.4666635555762962,0,1,7,11.5,0.42424242424242425,61,62,61,100
112491,112491,24579,5723,how can i increase traffic to a story blog,how can i increase traffic to my website using social media,1,42,59,9,11,6,20,0.3,0.6666555557407376,0.499993750078124,0.6666444451851604,0.6666444451851604,0.6666592593415629,0.545449586821938,0,1,2,10.0,0.6818181818181818,67,77,63,82
164312,164312,255344,255345,my card has been blocked by umobile,what is aaft  which type of courses do they provide,0,35,51,7,11,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,8.5,0.05405405405405406,12,26,26,26
149100,149100,15414,61147,i am in first year  in which direction should i start my preparation to clear for ias exam,how do i start preparation for ias exam,1,90,39,19,8,6,25,0.24,0.8333194446759221,0.4999950000499995,0.49997500124993743,0.14285510206997043,0.7499906251171861,0.3333314814917695,1,0,10,13.0,0.34146341463414637,57,70,56,90
203972,203972,150397,57853,why has not he contacted me at all for two days after our date where he tried to kiss me and texted that nite that he had a lot of fun,if a guy texted me the second the date ended saying he had fun  why is he on day 2 of radio silence and has not contacted me again,1,134,130,31,30,13,54,0.24,0.272724793410969,0.21428418368440225,0.636357851292261,0.4666635555762962,0.35714158163720844,0.3333322222259259,0,0,2,29.0,0.11450381679389313,21,21,64,66
337923,337923,465436,72557,what are  known accounts  of iphone and android app users  used by apps for,which is the best free app for an android to spy whatsapp without rooting a phone,0,75,81,17,16,3,31,0.1,0.09999900000999991,0.09999900000999991,0.0,0.0,0.07692248521165222,0.062499609377441395,0,0,3,14.5,0.11688311688311688,37,36,48,47
361982,361982,97768,491868,why do we feel the air fresher when we fan ourselves,why do my wife s feet feel  much  colder to me than room temperature sometimes,0,52,78,11,17,3,26,0.12,0.3333277778703688,0.2222197531138543,0.24999375015624611,0.1999960000799984,0.272724793410969,0.21428418368440225,0,1,3,12.5,0.12962962962962962,52,51,38,43
308521,308521,33944,432357,what show should i watch on netflix,what are some must watch movies on netflix,1,35,42,7,8,4,15,0.27,0.49998750031249223,0.3999920001599968,0.49997500124993743,0.3333222225925802,0.4285653062099113,0.4285653062099113,1,1,0,7.0,0.32432432432432434,68,61,68,75
301034,301034,17335,53730,are the new 2016 macbook pros worth the upgrade,what do developers think about the new macbook pro,1,47,50,9,9,3,17,0.18,0.3333277778703688,0.28571020413994086,0.9999000099990001,0.3333222225925802,0.33332962967078145,0.33332962967078145,0,0,0,9.0,0.24489795918367346,45,58,58,56
21141,21141,39832,39833,what is the most awkward situation you have ever been in  involving a girl,what is the most awkward situation you have been in,1,74,51,15,10,10,25,0.4,0.49998750031249223,0.28571020413994086,0.999980000399992,0.7142755103498521,0.7777691358984901,0.4999964285969386,0,0,5,11.5,0.7307692307692307,81,88,78,98
294433,294433,416336,416337,how do i get straight as guaranteed in my first year of university,why does human and every other being wants to be loved,0,66,54,13,11,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,12.0,0.05357142857142857,27,28,27,27
214804,214804,78331,71014,which is a suitable solar panel installation provider in sonora  california ca,which is a suitable solar panel installation provider in albany  california ca,0,78,78,13,13,12,26,0.46,0.8888790124554172,0.8888790124554172,0.9999666677777407,0.9999666677777407,0.9166590278414347,0.9166590278414347,1,1,0,12.0,0.7125,94,94,91,95
197146,197146,266344,233084,what is the best short story ever written,what is the best story you have ever heard,1,41,42,8,9,6,17,0.35,0.7999840003199936,0.6666555557407376,0.9999500024998749,0.6666444451851604,0.7499906251171861,0.7499906251171861,0,1,0,8.0,0.42857142857142855,72,71,69,81
54816,54816,96726,96727,how is a master of engineering management at uts sydney,how is masters of engineering management masters of business administration at uts sydney,0,55,89,10,13,8,21,0.38,0.8333194446759221,0.6249921875976551,0.9999666677777407,0.7499812504687383,0.7999920000799993,0.6153798816932178,1,1,3,11.5,0.47368421052631576,74,77,76,91
340659,340659,19444,99833,how secured is the new 2k and 500 currency notes,what are the security features of a new rs  500 and rs  2k notes,1,48,64,10,16,6,24,0.25,0.5714204082798817,0.499993750078124,0.6666444451851604,0.3999920001599968,0.5999940000599994,0.4285683673688045,1,0,4,12.0,0.1346153846153846,52,57,65,68
109975,109975,10120,88621,how can i find my all gmail accounts,what is my old gmail account,1,36,28,8,6,2,14,0.14,0.24999375015624611,0.1999960000799984,0.49997500124993743,0.3333222225925802,0.3333277778703688,0.249996875039062,0,0,2,7.0,0.4666666666666667,72,76,56,69
321755,321755,447486,161281,how exactly do i become a professional writer or artist,how can i become a professional writer,0,55,38,10,7,6,17,0.35,0.7999840003199936,0.5714204082798817,0.49997500124993743,0.3333222225925802,0.7142755103498521,0.4999950000499995,0,1,3,8.5,0.775,77,82,77,94
90605,90605,152014,152015,can someone read my birth chart on quora,can some one read my natal birth chart,1,40,38,8,8,5,16,0.31,0.49999166680555324,0.49999166680555324,0.49997500124993743,0.49997500124993743,0.499993750078124,0.499993750078124,0,1,0,8.0,0.3,79,79,79,79
165212,165212,256592,256593,should i update my old ipad 3 from 9 1 to ios 9 3 4,my ipad mini 3 just crashed  it runs ios 9  the skype app was open  what should i do,0,51,84,15,22,7,33,0.21,0.4444395062277086,0.24999843750976558,0.0,0.0,0.3333305555787035,0.2105252077620644,0,0,7,15.5,0.1509433962264151,16,34,53,68
59931,59931,104900,45561,how far will technology advance within the next 50 years,what kind of technology can we expect in the next 50 years,1,56,58,10,12,5,22,0.23,0.5714204082798817,0.499993750078124,0.49997500124993743,0.1999960000799984,0.4999950000499995,0.4166631944733794,1,0,2,11.0,0.3620689655172414,70,75,68,67
387178,387178,882,22041,why is saltwater taffy candy imported in greece,why is salt water taffy candy unknown in japan,1,47,46,8,9,5,17,0.29,0.3333277778703688,0.28571020413994086,0.9999500024998749,0.9999500024998749,0.499993750078124,0.4444395062277086,0,1,1,8.5,0.22916666666666666,73,68,56,71
372197,372197,163630,502894,is it legal for a campaign to work together covertly with dnc to ensure their cadidate has every possible advantage during nominations process,holidays for startup teams  is it possible for startup teams to do working holidays together,0,142,92,23,16,6,34,0.18,0.2222197531138543,0.14285612245626816,0.7499812504687383,0.37499531255859303,0.33333111112592584,0.21739035917235142,0,0,8,19.0,0.10638297872340426,26,40,44,64
